Chr	start	end	length	TRlength	TRcoverage	case
CM051459.1	372344770	372361978	17209	1637	9.51%	10k10k
CM051459.1	85054641	85082766	28126	2675	9.51%	10k10k
CM051459.1	69065035	69084623	19589	1863	9.51%	10k10k
CM051459.1	231367794	231388037	20244	1925	9.51%	10k10k
CM051459.1	18520151	18534402	14252	1355	9.51%	10k10k
CM051459.1	29816774	29829763	12990	1235	9.51%	10k10k
CM051459.1	367782666	367793886	11221	1066	9.5%	10k10k
CM051459.1	8637219	8648622	11404	1083	9.5%	10k10k
CM051459.1	186092025	186140234	48210	4574	9.49%	10k10k
CM051459.1	196097834	196115606	17773	1686	9.49%	10k10k
CM051459.1	108482278	108507087	24810	2351	9.48%	10k10k
CM051459.1	166221422	166258224	36803	3486	9.47%	10k10k
CM051459.1	141540966	141566304	25339	2399	9.47%	10k10k
CM051459.1	307572659	307586950	14292	1353	9.47%	10k10k
CM051459.1	217742427	217754431	12005	1136	9.46%	10k10k
CM051459.1	108962080	108972796	10717	1014	9.46%	10k10k
CM051459.1	364207452	364249764	42313	4002	9.46%	10k10k
CM051459.1	41455855	41502820	46966	4439	9.45%	10k10k
CM051459.1	366923128	366933379	10252	968	9.44%	10k10k
CM051459.1	268567211	268611885	44675	4218	9.44%	10k10k
CM051459.1	253219894	253239457	19564	1845	9.43%	10k10k
CM051459.1	351089936	351130121	40186	3789	9.43%	10k10k
CM051459.1	357139509	357153330	13822	1303	9.43%	10k10k
CM051459.1	111212421	111245561	33141	3124	9.43%	10k10k
CM051459.1	331620991	331633520	12530	1181	9.43%	10k10k
CM051459.1	265812286	265828810	16525	1557	9.42%	10k10k
CM051459.1	153487254	153501656	14403	1357	9.42%	10k10k
CM051459.1	87883179	87903635	20457	1927	9.42%	10k10k
CM051459.1	102332490	102368627	36138	3400	9.41%	10k10k
CM051459.1	257554530	257565686	11157	1049	9.4%	10k10k
CM051459.1	167778299	167793342	15044	1413	9.39%	10k10k
CM051459.1	370678438	370692566	14129	1327	9.39%	10k10k
CM051459.1	153267455	153280902	13448	1263	9.39%	10k10k
CM051459.1	237017512	237037435	19924	1871	9.39%	10k10k
CM051459.1	74973201	74994072	20872	1960	9.39%	10k10k
CM051459.1	202418936	202429439	10504	986	9.39%	10k10k
CM051459.1	206770029	206786310	16282	1527	9.38%	10k10k
CM051459.1	204938264	204955907	17644	1651	9.36%	10k10k
CM051459.1	39476944	39496277	19334	1808	9.35%	10k10k
CM051459.1	328947763	328964627	16865	1577	9.35%	10k10k
CM051459.1	373566429	373579985	13557	1267	9.35%	10k10k
CM051459.1	328890495	328904662	14168	1324	9.35%	10k10k
CM051459.1	180964588	180979735	15148	1415	9.34%	10k10k
CM051459.1	318494594	318513604	19011	1775	9.34%	10k10k
CM051459.1	175125752	175161068	35317	3297	9.34%	10k10k
CM051459.1	80909260	80924464	15205	1419	9.33%	10k10k
CM051459.1	269764036	269780634	16599	1548	9.33%	10k10k
CM051459.1	370441322	370462072	20751	1935	9.32%	10k10k
CM051459.1	173782071	173797300	15230	1420	9.32%	10k10k
CM051459.1	90654281	90674101	19821	1848	9.32%	10k10k
CM051459.1	105709223	105726449	17227	1606	9.32%	10k10k
CM051459.1	108658023	108690611	32589	3036	9.32%	10k10k
CM051459.1	269889567	269907107	17541	1634	9.32%	10k10k
CM051459.1	311650394	311677186	26793	2495	9.31%	10k10k
CM051459.1	253949514	253963098	13585	1263	9.3%	10k10k
CM051459.1	362922206	362948657	26452	2458	9.29%	10k10k
CM051459.1	272693875	272715949	22075	2051	9.29%	10k10k
CM051459.1	230250981	230304895	53915	5009	9.29%	10k10k
CM051459.1	264803842	264817514	13673	1270	9.29%	10k10k
CM051459.1	248430912	248449831	18920	1757	9.29%	10k10k
CM051459.1	262716320	262737720	21401	1986	9.28%	10k10k
CM051459.1	104962388	104993244	30857	2861	9.27%	10k10k
CM051459.1	114019526	114039387	19862	1841	9.27%	10k10k
CM051459.1	307652668	307711355	58688	5436	9.26%	10k10k
CM051459.1	348990326	349010989	20664	1911	9.25%	10k10k
CM051459.1	105294939	105320628	25690	2374	9.24%	10k10k
CM051459.1	17917834	17928836	11003	1016	9.23%	10k10k
CM051459.1	13679263	13694437	15175	1401	9.23%	10k10k
CM051459.1	286418553	286449286	30734	2837	9.23%	10k10k
CM051459.1	92705071	92719306	14236	1314	9.23%	10k10k
CM051459.1	311880035	311894172	14138	1304	9.22%	10k10k
CM051459.1	226451183	226471446	20264	1869	9.22%	10k10k
CM051459.1	282070084	282095824	25741	2374	9.22%	10k10k
CM051459.1	371580675	371608476	27802	2563	9.22%	10k10k
CM051459.1	202244829	202261257	16429	1514	9.22%	10k10k
CM051459.1	139241483	139271047	29565	2724	9.21%	10k10k
CM051459.1	373858833	373899829	40997	3777	9.21%	10k10k
CM051459.1	264961120	264980356	19237	1772	9.21%	10k10k
CM051459.1	130635502	130655664	20163	1857	9.21%	10k10k
CM051459.1	40762777	40779448	16672	1535	9.21%	10k10k
CM051459.1	38401536	38440050	38515	3546	9.21%	10k10k
CM051459.1	293679888	293701905	22018	2027	9.21%	10k10k
CM051459.1	273446880	273477961	31082	2861	9.2%	10k10k
CM051459.1	193029359	193062674	33316	3066	9.2%	10k10k
CM051459.1	3168295	3181902	13608	1252	9.2%	10k10k
CM051459.1	270103752	270147989	44238	4070	9.2%	10k10k
CM051459.1	218415918	218453022	37105	3413	9.2%	10k10k
CM051459.1	91136081	91165322	29242	2689	9.2%	10k10k
CM051459.1	359494595	359520623	26029	2393	9.19%	10k10k
CM051459.1	159481345	159505674	24330	2235	9.19%	10k10k
CM051459.1	291287053	291304106	17054	1562	9.16%	10k10k
CM051459.1	282584184	282595781	11598	1062	9.16%	10k10k
CM051459.1	293750366	293775877	25512	2336	9.16%	10k10k
CM051459.1	116496163	116517597	21435	1962	9.15%	10k10k
CM051459.1	255980106	256023870	43765	3999	9.14%	10k10k
CM051459.1	152931341	152943818	12478	1140	9.14%	10k10k
CM051459.1	264435688	264484495	48808	4459	9.14%	10k10k
CM051459.1	296704665	296715311	10647	972	9.13%	10k10k
CM051459.1	16366844	16388543	21700	1980	9.12%	10k10k
CM051459.1	133185455	133199840	14386	1312	9.12%	10k10k
CM051459.1	9944237	9956879	12643	1153	9.12%	10k10k
CM051459.1	72839097	72865141	26045	2373	9.11%	10k10k
CM051459.1	296942932	296963939	21008	1913	9.11%	10k10k
CM051459.1	43567375	43582048	14674	1336	9.1%	10k10k
CM051459.1	286199198	286216278	17081	1555	9.1%	10k10k
CM051459.1	239885858	239908753	22896	2084	9.1%	10k10k
CM051459.1	304175451	304187253	11803	1074	9.1%	10k10k
CM051459.1	300376194	300402152	25959	2362	9.1%	10k10k
CM051459.1	63129482	63163294	33813	3076	9.1%	10k10k
CM051459.1	58947630	58958443	10814	983	9.09%	10k10k
CM051459.1	174502794	174525316	22523	2046	9.08%	10k10k
CM051459.1	117532799	117546700	13902	1261	9.07%	10k10k
CM051459.1	197282603	197301915	19313	1749	9.06%	10k10k
CM051459.1	123446803	123460850	14048	1272	9.05%	10k10k
CM051459.1	360912331	360933525	21195	1919	9.05%	10k10k
CM051459.1	353438919	353452429	13511	1223	9.05%	10k10k
CM051459.1	16292329	16316171	23843	2157	9.05%	10k10k
CM051459.1	254022732	254043816	21085	1907	9.04%	10k10k
CM051459.1	321236002	321259122	23121	2091	9.04%	10k10k
CM051459.1	154445731	154466830	21100	1908	9.04%	10k10k
CM051459.1	244628242	244643374	15133	1368	9.04%	10k10k
CM051459.1	59585615	59603669	18055	1632	9.04%	10k10k
CM051459.1	326376982	326388009	11028	996	9.03%	10k10k
CM051459.1	1228614	1253881	25268	2282	9.03%	10k10k
CM051459.1	363071450	363117478	46029	4156	9.03%	10k10k
CM051459.1	203288148	203344754	56607	5110	9.03%	10k10k
CM051459.1	156914629	156934129	19501	1760	9.03%	10k10k
CM051459.1	370472417	370495562	23146	2087	9.02%	10k10k
CM051459.1	353478375	353489632	11258	1015	9.02%	10k10k
CM051459.1	276676174	276688935	12762	1149	9.0%	10k10k
CM051459.1	281175301	281185519	10219	920	9.0%	10k10k
CM051459.1	198229340	198259695	30356	2732	9.0%	10k10k
CM051459.1	85546149	85562040	15892	1430	9.0%	10k10k
CM051459.1	209988350	210001810	13461	1209	8.98%	10k10k
CM051459.1	14974485	14996644	22160	1987	8.97%	10k10k
CM051459.1	43832680	43844663	11984	1074	8.96%	10k10k
CM051459.1	25422111	25433168	11058	991	8.96%	10k10k
CM051459.1	274315709	274340145	24437	2190	8.96%	10k10k
CM051459.1	55842877	55861170	18294	1639	8.96%	10k10k
CM051459.1	135381908	135420519	38612	3459	8.96%	10k10k
CM051459.1	127065653	127087058	21406	1917	8.96%	10k10k
CM051459.1	163788848	163821532	32685	2925	8.95%	10k10k
CM051459.1	285793693	285805448	11756	1051	8.94%	10k10k
CM051459.1	70213589	70231710	18122	1619	8.93%	10k10k
CM051459.1	300999694	301051276	51583	4606	8.93%	10k10k
CM051459.1	39265479	39290118	24640	2199	8.92%	10k10k
CM051459.1	16985395	17013241	27847	2485	8.92%	10k10k
CM051459.1	99245352	99271604	26253	2342	8.92%	10k10k
CM051459.1	271851603	271883739	32137	2866	8.92%	10k10k
CM051459.1	59310614	59323296	12683	1130	8.91%	10k10k
CM051459.1	45778771	45789478	10708	954	8.91%	10k10k
CM051459.1	102033105	102047842	14738	1313	8.91%	10k10k
CM051459.1	154507964	154539092	31129	2773	8.91%	10k10k
CM051459.1	256403606	256418604	14999	1336	8.91%	10k10k
CM051459.1	221161956	221176925	14970	1333	8.9%	10k10k
CM051459.1	201428276	201472832	44557	3960	8.89%	10k10k
CM051459.1	236393781	236407771	13991	1243	8.88%	10k10k
CM051459.1	14555922	14576669	20748	1843	8.88%	10k10k
CM051459.1	310694956	310756189	61234	5437	8.88%	10k10k
CM051459.1	249127877	249160452	32576	2891	8.87%	10k10k
CM051459.1	316970032	316995460	25429	2256	8.87%	10k10k
CM051459.1	327746823	327810768	63946	5673	8.87%	10k10k
CM051459.1	297994992	298005400	10409	923	8.87%	10k10k
CM051459.1	31623592	31644657	21066	1867	8.86%	10k10k
CM051459.1	61638063	61656242	18180	1611	8.86%	10k10k
CM051459.1	17086827	17109383	22557	1998	8.86%	10k10k
CM051459.1	259253912	259270100	16189	1433	8.85%	10k10k
CM051459.1	103347637	103384594	36958	3266	8.84%	10k10k
CM051459.1	272223199	272235625	12427	1097	8.83%	10k10k
CM051459.1	167997067	168029564	32498	2866	8.82%	10k10k
CM051459.1	113590056	113632072	42017	3705	8.82%	10k10k
CM051459.1	234113407	234138188	24782	2185	8.82%	10k10k
CM051459.1	343054032	343064557	10526	928	8.82%	10k10k
CM051459.1	84927191	84937830	10640	938	8.82%	10k10k
CM051459.1	85776106	85803409	27304	2407	8.82%	10k10k
CM051459.1	169733708	169748728	15021	1324	8.81%	10k10k
CM051459.1	223668079	223683973	15895	1401	8.81%	10k10k
CM051459.1	173210356	173220886	10531	928	8.81%	10k10k
CM051459.1	128070975	128095977	25003	2203	8.81%	10k10k
CM051459.1	301304994	301330091	25098	2211	8.81%	10k10k
CM051459.1	237085688	237104080	18393	1620	8.81%	10k10k
CM051459.1	152007239	152020548	13310	1172	8.81%	10k10k
CM051459.1	341539190	341557382	18193	1602	8.81%	10k10k
CM051459.1	63179453	63194753	15301	1346	8.8%	10k10k
CM051459.1	98606865	98624658	17794	1565	8.8%	10k10k
CM051459.1	362793482	362808489	15008	1319	8.79%	10k10k
CM051459.1	32262493	32280559	18067	1587	8.78%	10k10k
CM051459.1	344476671	344491474	14804	1300	8.78%	10k10k
CM051459.1	213814448	213834242	19795	1738	8.78%	10k10k
CM051459.1	244121980	244137940	15961	1401	8.78%	10k10k
CM051459.1	130175426	130187073	11648	1022	8.77%	10k10k
CM051459.1	76757509	76770150	12642	1109	8.77%	10k10k
CM051459.1	304271927	304294944	23018	2019	8.77%	10k10k
CM051459.1	115109245	115150574	41330	3623	8.77%	10k10k
CM051459.1	113481249	113492303	11055	969	8.77%	10k10k
CM051459.1	115616756	115631743	14988	1313	8.76%	10k10k
CM051459.1	140958368	140979417	21050	1844	8.76%	10k10k
CM051459.1	325345026	325388557	43532	3813	8.76%	10k10k
CM051459.1	360968184	360986725	18542	1624	8.76%	10k10k
CM051459.1	107680569	107728738	48170	4219	8.76%	10k10k
CM051459.1	143393528	143422780	29253	2562	8.76%	10k10k
CM051459.1	149675835	149687974	12140	1063	8.76%	10k10k
CM051459.1	9115058	9137008	21951	1922	8.76%	10k10k
CM051459.1	92412585	92429907	17323	1516	8.75%	10k10k
CM051459.1	106825306	106846758	21453	1877	8.75%	10k10k
CM051459.1	159127069	159148455	21387	1870	8.74%	10k10k
CM051459.1	261507893	261540098	32206	2816	8.74%	10k10k
CM051459.1	298653325	298667245	13921	1217	8.74%	10k10k
CM051459.1	79936448	79950532	14085	1231	8.74%	10k10k
CM051459.1	263420882	263436216	15335	1340	8.74%	10k10k
CM051459.1	166861070	166903513	42444	3706	8.73%	10k10k
CM051459.1	368335087	368361585	26499	2312	8.72%	10k10k
CM051459.1	41734106	41766877	32772	2859	8.72%	10k10k
CM051459.1	159727975	159741000	13026	1136	8.72%	10k10k
CM051459.1	99294763	99312710	17948	1565	8.72%	10k10k
CM051459.1	19363044	19382395	19352	1687	8.72%	10k10k
CM051459.1	122016696	122030200	13505	1177	8.72%	10k10k
CM051459.1	157211132	157229330	18199	1584	8.7%	10k10k
CM051459.1	123565046	123609901	44856	3904	8.7%	10k10k
CM051459.1	287682043	287701802	19760	1719	8.7%	10k10k
CM051459.1	244970597	245007907	37311	3244	8.69%	10k10k
CM051459.1	72464013	72490862	26850	2334	8.69%	10k10k
CM051459.1	341815075	341876124	61050	5306	8.69%	10k10k
CM051459.1	32809274	32838448	29175	2535	8.69%	10k10k
CM051459.1	28726583	28740958	14376	1249	8.69%	10k10k
CM051459.1	306218004	306248252	30249	2628	8.69%	10k10k
CM051459.1	367161478	367171505	10028	871	8.69%	10k10k
CM051459.1	14087704	14107772	20069	1742	8.68%	10k10k
CM051459.1	285168822	285206235	37414	3247	8.68%	10k10k
CM051459.1	135543142	135575623	32482	2818	8.68%	10k10k
CM051459.1	317012889	317036589	23701	2055	8.67%	10k10k
CM051459.1	137376013	137395120	19108	1655	8.66%	10k10k
CM051459.1	257687829	257708519	20691	1792	8.66%	10k10k
CM051459.1	272012400	272027367	14968	1295	8.65%	10k10k
CM051459.1	365656110	365703036	46927	4060	8.65%	10k10k
CM051459.1	347726796	347753573	26778	2316	8.65%	10k10k
CM051459.1	368031581	368060623	29043	2511	8.65%	10k10k
CM051459.1	162903859	162955471	51613	4462	8.65%	10k10k
CM051459.1	192512094	192534881	22788	1969	8.64%	10k10k
CM051459.1	334298815	334322518	23704	2048	8.64%	10k10k
CM051459.1	283246626	283256758	10133	875	8.64%	10k10k
CM051459.1	167674917	167700497	25581	2209	8.64%	10k10k
CM051459.1	228794882	228808098	13217	1139	8.62%	10k10k
CM051459.1	308787128	308805523	18396	1584	8.61%	10k10k
CM051459.1	29174126	29188829	14704	1265	8.6%	10k10k
CM051459.1	181730409	181744573	14165	1218	8.6%	10k10k
CM051459.1	229244192	229255776	11585	996	8.6%	10k10k
CM051459.1	19979898	19991570	11673	1003	8.59%	10k10k
CM051459.1	101592634	101625993	33360	2865	8.59%	10k10k
CM051459.1	51455377	51469513	14137	1214	8.59%	10k10k
CM051459.1	224529556	224554501	24946	2142	8.59%	10k10k
CM051459.1	153729195	153739678	10484	900	8.58%	10k10k
CM051459.1	205956723	205966889	10167	872	8.58%	10k10k
CM051459.1	308503304	308518496	15193	1303	8.58%	10k10k
CM051459.1	97995155	98013437	18283	1568	8.58%	10k10k
CM051459.1	159751662	159797378	45717	3920	8.57%	10k10k
CM051459.1	186573111	186588169	15059	1291	8.57%	10k10k
CM051459.1	128813100	128847398	34299	2940	8.57%	10k10k
CM051459.1	200566935	200596404	29470	2524	8.56%	10k10k
CM051459.1	268650866	268681937	31072	2661	8.56%	10k10k
CM051459.1	34350369	34382234	31866	2729	8.56%	10k10k
CM051459.1	65626839	65643819	16981	1454	8.56%	10k10k
CM051459.1	161571165	161585218	14054	1202	8.55%	10k10k
CM051459.1	112664655	112680206	15552	1330	8.55%	10k10k
CM051459.1	318405166	318440833	35668	3050	8.55%	10k10k
CM051459.1	333030302	333059092	28791	2461	8.55%	10k10k
CM051459.1	311360796	311511600	150805	12874	8.54%	10k10k
CM051459.1	41058586	41079466	20881	1782	8.53%	10k10k
CM051459.1	302439604	302451670	12067	1029	8.53%	10k10k
CM051459.1	7183562	7198611	15050	1283	8.52%	10k10k
CM051459.1	56082095	56092866	10772	918	8.52%	10k10k
CM051459.1	365231901	365248472	16572	1412	8.52%	10k10k
CM051459.1	15071150	15091901	20752	1768	8.52%	10k10k
CM051459.1	117232638	117288204	55567	4733	8.52%	10k10k
CM051459.1	5447608	5517836	70229	5980	8.52%	10k10k
CM051459.1	183904310	183924289	19980	1701	8.51%	10k10k
CM051459.1	2132324	2167206	34883	2969	8.51%	10k10k
CM051459.1	244312950	244326545	13596	1157	8.51%	10k10k
CM051459.1	148352030	148379931	27902	2372	8.5%	10k10k
CM051459.1	136416575	136437349	20775	1766	8.5%	10k10k
CM051459.1	174734007	174767968	33962	2887	8.5%	10k10k
CM051459.1	289011052	289027687	16636	1414	8.5%	10k10k
CM051459.1	251389760	251409152	19393	1648	8.5%	10k10k
CM051459.1	179875344	179888058	12715	1080	8.49%	10k10k
CM051459.1	70728426	70743417	14992	1273	8.49%	10k10k
CM051459.1	333808576	333821238	12663	1075	8.49%	10k10k
CM051459.1	317899702	317933877	34176	2901	8.49%	10k10k
CM051459.1	114869324	114890288	20965	1779	8.49%	10k10k
CM051459.1	217877502	217900143	22642	1921	8.48%	10k10k
CM051459.1	307885729	307900915	15187	1288	8.48%	10k10k
CM051459.1	83516663	83533067	16405	1390	8.47%	10k10k
CM051459.1	326223357	326236097	12741	1079	8.47%	10k10k
CM051459.1	72121366	72151766	30401	2574	8.47%	10k10k
CM051459.1	323511638	323549992	38355	3247	8.47%	10k10k
CM051459.1	347269849	347289092	19244	1629	8.46%	10k10k
CM051459.1	284960502	284984783	24282	2055	8.46%	10k10k
CM051459.1	191142973	191161602	18630	1576	8.46%	10k10k
CM051459.1	70838606	70929695	91090	7706	8.46%	10k10k
CM051459.1	286784323	286816298	31976	2705	8.46%	10k10k
CM051459.1	87101366	87120422	19057	1612	8.46%	10k10k
CM051459.1	11706996	11721586	14591	1234	8.46%	10k10k
CM051459.1	297402597	297463344	60748	5136	8.45%	10k10k
CM051459.1	91838947	91864785	25839	2184	8.45%	10k10k
CM051459.1	272642334	272656668	14335	1211	8.45%	10k10k
CM051459.1	3879727	3928436	48710	4115	8.45%	10k10k
CM051459.1	231273249	231283385	10137	856	8.44%	10k10k
CM051459.1	159240256	159253524	13269	1120	8.44%	10k10k
CM051459.1	309673133	309700465	27333	2306	8.44%	10k10k
CM051459.1	16951542	16962324	10783	909	8.43%	10k10k
CM051459.1	1473172	1499331	26160	2204	8.43%	10k10k
CM051459.1	179810446	179823871	13426	1131	8.42%	10k10k
CM051459.1	322165782	322192297	26516	2233	8.42%	10k10k
CM051459.1	360736219	360748392	12174	1025	8.42%	10k10k
CM051459.1	362879637	362893510	13874	1168	8.42%	10k10k
CM051459.1	263815952	263860829	44878	3777	8.42%	10k10k
CM051459.1	135431296	135441945	10650	896	8.41%	10k10k
CM051459.1	121291314	121313944	22631	1903	8.41%	10k10k
CM051459.1	272954734	272979284	24551	2064	8.41%	10k10k
CM051459.1	145230771	145261722	30952	2602	8.41%	10k10k
CM051459.1	239827868	239841005	13138	1104	8.4%	10k10k
CM051459.1	318934052	318972939	38888	3267	8.4%	10k10k
CM051459.1	119445039	119472668	27630	2321	8.4%	10k10k
CM051459.1	102378683	102399891	21209	1781	8.4%	10k10k
CM051459.1	32372321	32391165	18845	1580	8.38%	10k10k
CM051459.1	259414740	259428338	13599	1140	8.38%	10k10k
CM051459.1	33826805	33849604	22800	1911	8.38%	10k10k
CM051459.1	144930096	144943592	13497	1131	8.38%	10k10k
CM051459.1	324307581	324319258	11678	978	8.37%	10k10k
CM051459.1	123620811	123635097	14287	1196	8.37%	10k10k
CM051459.1	339154761	339167614	12854	1076	8.37%	10k10k
CM051459.1	353951843	353963668	11826	989	8.36%	10k10k
CM051459.1	51172679	51194119	21441	1793	8.36%	10k10k
CM051459.1	203751772	203772358	20587	1721	8.36%	10k10k
CM051459.1	304829656	304849727	20072	1677	8.35%	10k10k
CM051459.1	283498219	283540217	41999	3509	8.35%	10k10k
CM051459.1	347126371	347141567	15197	1269	8.35%	10k10k
CM051459.1	158324922	158362312	37391	3118	8.34%	10k10k
CM051459.1	235691445	235718835	27391	2283	8.33%	10k10k
CM051459.1	11428862	11439818	10957	913	8.33%	10k10k
CM051459.1	193819532	193838948	19417	1618	8.33%	10k10k
CM051459.1	148822941	148840776	17836	1486	8.33%	10k10k
CM051459.1	30858468	30880440	21973	1830	8.33%	10k10k
CM051459.1	249767999	249778698	10700	891	8.33%	10k10k
CM051459.1	44310748	44323253	12506	1041	8.32%	10k10k
CM051459.1	111875107	111885137	10031	834	8.31%	10k10k
CM051459.1	343124500	343178131	53632	4456	8.31%	10k10k
CM051459.1	94140084	94168839	28756	2389	8.31%	10k10k
CM051459.1	253917602	253933105	15504	1288	8.31%	10k10k
CM051459.1	200921534	200935603	14070	1168	8.3%	10k10k
CM051459.1	354766252	354806727	40476	3358	8.3%	10k10k
CM051459.1	8719707	8737958	18252	1514	8.29%	10k10k
CM051459.1	155480684	155512803	32120	2664	8.29%	10k10k
CM051459.1	113271629	113294532	22904	1898	8.29%	10k10k
CM051459.1	264830516	264845078	14563	1206	8.28%	10k10k
CM051459.1	333173093	333186545	13453	1114	8.28%	10k10k
CM051459.1	327264178	327277039	12862	1065	8.28%	10k10k
CM051459.1	138952892	138976670	23779	1968	8.28%	10k10k
CM051459.1	147763767	147774328	10562	874	8.27%	10k10k
CM051459.1	325222686	325238808	16123	1334	8.27%	10k10k
CM051459.1	112509949	112544903	34955	2891	8.27%	10k10k
CM051459.1	216980919	216995417	14499	1199	8.27%	10k10k
CM051459.1	168756666	168785861	29196	2414	8.27%	10k10k
CM051459.1	161971124	162005328	34205	2828	8.27%	10k10k
CM051459.1	242306805	242336620	29816	2464	8.26%	10k10k
CM051459.1	208561696	208577570	15875	1309	8.25%	10k10k
CM051459.1	275276258	275302658	26401	2176	8.24%	10k10k
CM051459.1	242091507	242103850	12344	1017	8.24%	10k10k
CM051459.1	137908723	137919603	10881	896	8.23%	10k10k
CM051459.1	298199402	298251523	52122	4289	8.23%	10k10k
CM051459.1	299040581	299052154	11574	952	8.23%	10k10k
CM051459.1	4332446	4385010	52565	4322	8.22%	10k10k
CM051459.1	133122378	133169644	47267	3883	8.22%	10k10k
CM051459.1	354872825	354906222	33398	2742	8.21%	10k10k
